STT,long,lat
1914,103.93445080,22.51444260
1915,103.93507510,22.51445060
1916,103.93541470,22.51445930
1917,103.93672500,22.51444890
1918,103.93738380,22.51443870
1919,103.93755200,22.51442020
1920,103.93767000,22.51439050
1921,103.93788990,22.51431370
1922,103.93847040,22.51404390
1923,103.93874410,22.51390720
1924,103.93940020,22.51349190
1925,103.93956620,22.51336360
1926,103.94062970,22.51261660
1927,103.94071360,22.51258350
1928,103.94075220,22.51256820
1929,103.94091940,22.51251100
1930,103.94129100,22.51243860
1931,103.94143730,22.51240310
1932,103.94152630,22.51237170
1933,103.94163030,22.51232160
1934,103.94191750,22.51215910
1935,103.94194250,22.51213630
1936,103.94228880,22.51190160
1937,103.94244030,22.51177520
1938,103.94265540,22.51156740
1939,103.94294600,22.51130060
1940,103.94303660,22.51124580
1941,103.94316630,22.51119450
1942,103.94328770,22.51116980
1943,103.94340940,22.51116500
1944,103.94353190,22.51117680
1945,103.94378530,22.51126370
1946,103.94412640,22.51141910
1947,103.94421590,22.51144450
1948,103.94428700,22.51145250
1949,103.94435670,22.51144880
1950,103.94444190,22.51143140
1951,103.94481100,22.51129420
1952,103.94494150,22.51121640
1953,103.94504610,22.51113590
1954,103.94510780,22.51105910
1955,103.94541080,22.51058770
1956,103.94556390,22.51033840
1957,103.94570730,22.51014230
1958,103.94577970,22.51006680
1959,103.94592990,22.50996890
1960,103.94625980,22.50983120
1961,103.94676170,22.50978340
1962,103.94718200,22.50978970
1963,103.94788850,22.50906720
1964,103.94805460,22.50890630
1965,103.94871400,22.50828800
1966,103.94893850,22.50853570
1967,103.94923850,22.50874710
1968,103.94944420,22.50882080
1969,103.94966690,22.50888900
1970,103.94993620,22.50895890
1971,103.95017350,22.50902040
1972,103.95145830,22.50929650
1973,103.95160640,22.50931650
1974,103.95171070,22.50932530
1975,103.95188840,22.50929120
1976,103.95209450,22.50922300
1977,103.95239000,22.50913010
1978,103.95308920,22.50889320
1979,103.95325230,22.50885010
1980,103.95337160,22.50881660
1981,103.95349990,22.50880650
1982,103.95397380,22.50875590
1983,103.95434950,22.50875170
1984,103.95463150,22.50874450
1985,103.95476100,22.50868330
1986,103.95525190,22.50830370
1987,103.95551740,22.50813400
1988,103.95568640,22.50803240
1989,103.95583630,22.50795990
1990,103.95606730,22.50785400
1991,103.95633820,22.50774000
1992,103.95651250,22.50766320
1993,103.95688530,22.50748970
1994,103.95737620,22.50727830
1995,103.95764980,22.50716760
1996,103.95795880,22.50705500
1997,103.95817010,22.50699420
1998,103.95836860,22.50694460
1999,103.95857240,22.50690990
2000,103.95893310,22.50685050
2001,103.95959700,22.50626070
2002,103.95996720,22.50598440
2003,103.96015240,22.50583880
2004,103.96042800,22.50565070
2005,103.96076930,22.50547990
2006,103.96123590,22.50525460
2007,103.96137980,22.50517880
2008,103.96144640,22.50513570
2009,103.96152420,22.50507620
2010,103.96185280,22.50479380
2011,103.96210760,22.50458560
2012,103.96244730,22.50476140
2013,103.96260900,22.50482020
2014,103.96269090,22.50484580
2015,103.96279690,22.50486680
2016,103.96288540,22.50487430
2017,103.96298200,22.50487050
2018,103.96307010,22.50485240
2019,103.96316040,22.50483960
2020,103.96324260,22.50482220
2021,103.96340530,22.50477120
2022,103.96424010,22.50442030
2023,103.96446030,22.50435550
2024,103.96461810,22.50430190
2025,103.96548450,22.50390040
2026,103.96573370,22.50376810
2027,103.96613940,22.50350410
2028,103.96625440,22.50338830
2029,103.96647030,22.50319470
2030,103.96676430,22.50291980
2031,103.96706100,22.50262840
2032,103.96735160,22.50230330
2033,103.96741670,22.50225210
2034,103.96727850,22.50215200
2035,103.96674650,22.50172850
2036,103.96670620,22.50169130
2037,103.96668530,22.50166650
2038,103.96663660,22.50160680
2039,103.96646270,22.50145700
2040,103.96635190,22.50135450
2041,103.96576700,22.50066930
2042,103.96573440,22.50060190
2043,103.96572000,22.50054840
2044,103.96569160,22.50047730
2045,103.96571740,22.50037520
2046,103.96626330,22.49957740
2047,103.96688000,22.49861450
2048,103.96739280,22.49782120
2049,103.96758850,22.49748190
2050,103.96785440,22.49690360
2051,103.96805680,22.49625440
2052,103.96807170,22.49615930
2053,103.96811460,22.49588640
2054,103.96813100,22.49580190
2055,103.96815120,22.49570310
2056,103.96827400,22.49510270
2057,103.96836860,22.49460980
2058,103.96843450,22.49436260
2059,103.96856320,22.49374560
2060,103.96883960,22.49227430
2061,103.96890160,22.49184620
2062,103.96891770,22.49176890
2063,103.96894890,22.49161850
2064,103.96908760,22.49094020
2065,103.96937910,22.48937630
2066,103.96943810,22.48905040
2067,103.96965530,22.48788400
2068,103.96989760,22.48668810
2069,103.97000070,22.48620350
2070,103.97010670,22.48561270
2071,103.97032820,22.48437750
2072,103.97049170,22.48352720
2073,103.97058440,22.48300050
2074,103.97061030,22.48286170
2075,103.97067630,22.48249170
2076,103.97080420,22.48194440
2077,103.97083870,22.48177520
2078,103.97184680,22.47913750
2079,103.97214720,22.47835080
2080,103.97229550,22.47795440
2081,103.97241390,22.47763800
2082,103.97280930,22.47661250
2083,103.97332560,22.47515870
2084,103.97331250,22.47506890
2085,103.97335770,22.47496620
2086,103.97373280,22.47411340
2087,103.97381250,22.47394410
2088,103.97408230,22.47317150
2089,103.97412100,22.47304720
2090,103.97424720,22.47305000
2091,103.97435450,22.47305740
2092,103.97449140,22.47308970
2093,103.97500980,22.47317730
2094,103.97546580,22.47327880
2095,103.97575940,22.47336830
2096,103.97595360,22.47344210
2097,103.97604500,22.47349840
2098,103.97694500,22.47418620
2099,103.97754220,22.47462860
2100,103.97802590,22.47498680
2101,103.97826090,22.47515270
2102,103.97878770,22.47550720
2103,103.97905850,22.47588410
2104,103.97911940,22.47599280
2105,103.97940720,22.47639950
2106,103.97952390,22.47652340
2107,103.97978230,22.47670150
2108,103.97999870,22.47643170
2109,103.98012220,22.47615290
2110,103.98117900,22.47478950
2111,103.98208210,22.47336160
2112,103.98305580,22.47181790
2113,103.98322670,22.47156950
2114,103.98801470,22.46465930
2115,103.98806250,22.46459030
2116,103.98811630,22.46452200
2117,103.98890090,22.46352580
2118,103.99240670,22.45854470
2119,103.99612330,22.45313590
2120,103.99803730,22.45106350
2121,104.00352620,22.44615940
2122,104.00363590,22.44610240
2123,104.00379660,22.44603970
2124,104.00429380,22.44573900
2125,104.00433540,22.44561850
2126,104.00439750,22.44552080
2127,104.00450580,22.44540550
2128,104.00478930,22.44510970
2129,104.00538320,22.44459130
2130,104.00621620,22.44386400
2131,104.00788120,22.44243240
2132,104.00922960,22.44125830
2133,104.00975460,22.44083270
2134,104.01101500,22.43968510
2135,104.01151220,22.43918600
2136,104.01164160,22.43908710
2137,104.01250730,22.43835060
2138,104.01358550,22.43739230
2139,104.01371750,22.43727120
2140,104.01390590,22.43713920
2141,104.01462800,22.43651430
2142,104.01530620,22.43593710
2143,104.01608910,22.43525060
2144,104.01644700,22.43488690
2145,104.01720880,22.43427970
2146,104.01725210,22.43415910
2147,104.01760540,22.43384470
2148,104.01823750,22.43321260
2149,104.01853460,22.43294550
2150,104.01887010,22.43269020
2151,104.01940660,22.43222520
2152,104.01975580,22.43190860
2153,104.02010320,22.43158530
2154,104.02089230,22.43089210
2155,104.02119500,22.43063880
2156,104.02247290,22.42952660
2157,104.02449150,22.42772360
2158,104.02500270,22.42722950
2159,104.02555020,22.42677560
2160,104.02575420,22.42663980
2161,104.02589670,22.42650490
2162,104.02687490,22.42566750
2163,104.02719980,22.42536660
2164,104.02794630,22.42469690
2165,104.02806350,22.42457560
2166,104.02822370,22.42450930
2167,104.02880930,22.42427310
2168,104.02905200,22.42421970
2169,104.02924600,22.42418730
2170,104.02962380,22.42413600
2171,104.02992590,22.42409190
2172,104.03014980,22.42407610
2173,104.03058780,22.42402510
2174,104.03086130,22.42405450
2175,104.03141760,22.42413190
2176,104.03237460,22.42426730
2177,104.03325310,22.42442010
2178,104.03474410,22.42468950
2179,104.03645830,22.42496820
2180,104.03734280,22.42510370
2181,104.03808740,22.42523480
2182,104.03826860,22.42525520
2183,104.03911280,22.42533990
2184,104.03941970,22.42534410
2185,104.03980870,22.42532730
2186,104.04029910,22.42527210
2187,104.04055990,22.42523240
2188,104.04150270,22.42506920
2189,104.04193010,22.42495920
2190,104.04234180,22.42484830
2191,104.04281770,22.42468020
2192,104.04315480,22.42452420
2193,104.04342070,22.42443630
2194,104.04382040,22.42426130
2195,104.04417590,22.42405370
2196,104.04452270,22.42383480
2197,104.04483750,22.42361660
2198,104.04524150,22.42327110
2199,104.04552490,22.42300290
2200,104.04590680,22.42271190
2201,104.04687230,22.42188910
2202,104.04845880,22.42056630
2203,104.04872980,22.42032000
2204,104.04894150,22.42012740
2205,104.05027750,22.41901850
2206,104.05153300,22.41790680
2207,104.05195850,22.41752580
2208,104.05281060,22.41679470
2209,104.05320010,22.41639000
2210,104.05370670,22.41571780
2211,104.05389720,22.41540490
2212,104.05433400,22.41470140
2213,104.05463730,22.41406100
2214,104.05481650,22.41365320
2215,104.05501990,22.41298730
2216,104.05527340,22.41216540
2217,104.05534730,22.41187850
2218,104.05565750,22.41053710
2219,104.05571950,22.41029180
2220,104.05579530,22.41008150
2221,104.05600900,22.40954300
2222,104.05610550,22.40927540
2223,104.05618820,22.40898540
2224,104.05643060,22.40794750
2225,104.05658460,22.40728720
2226,104.05676720,22.40681240
2227,104.05699810,22.40618470
2228,104.05708780,22.40588200
2229,104.05717390,22.40540720
2230,104.05726700,22.40498660
2231,104.05736410,22.40460510
2232,104.05744330,22.40429370
2233,104.05759720,22.40391620
2234,104.05800190,22.40295740
2235,104.05837010,22.40157270
2236,104.05844830,22.40119820
2237,104.05849460,22.40102540
2238,104.05862180,22.40072990
2239,104.05867010,22.40057870
2240,104.05903230,22.39932220
2241,104.05926200,22.39861960
2242,104.05962690,22.39730880
2243,104.05999220,22.39608330
2244,104.06019370,22.39549570
2245,104.06052050,22.39448090
2246,104.06077810,22.39347170
2247,104.06079040,22.39337730
2248,104.06079500,22.39334190
2249,104.06079900,22.39325800
2250,104.06085850,22.39282540
2251,104.06088530,22.39268050
2252,104.06086530,22.39221050
2253,104.06085530,22.39173380
2254,104.06084780,22.39160680
2255,104.06089590,22.39141740
2256,104.06094150,22.39133060
2257,104.06099360,22.39125920
2258,104.06113800,22.39115000
2259,104.06143250,22.39094210
2260,104.06210570,22.39054530
2261,104.06248900,22.39035500
2262,104.06282050,22.39018440
2263,104.06314180,22.38999890
2264,104.06333820,22.38984220
2265,104.06351200,22.38967390
2266,104.06374790,22.38930130
2267,104.06383170,22.38907710
2268,104.06392740,22.38867820
2269,104.06390890,22.38841410
2270,104.06388130,22.38808570
2271,104.06374800,22.38774320
2272,104.06373790,22.38764550
2273,104.06374250,22.38750810
2274,104.06377820,22.38734170
2275,104.06383750,22.38720000
2276,104.06399220,22.38698620
2277,104.06410970,22.38688240
2278,104.06485100,22.38625980
2279,104.06517140,22.38599830
2280,104.06532710,22.38590340
2281,104.06560470,22.38568320
2282,104.06583530,22.38549340
2283,104.06595740,22.38537070
2284,104.06603780,22.38524300
2285,104.06607940,22.38514250
2286,104.06611030,22.38502100
2287,104.06610890,22.38486720
2288,104.06606330,22.38472460
2289,104.06600830,22.38461800
2290,104.06593190,22.38451260
2291,104.06544900,22.38410830
2292,104.06521760,22.38391230
2293,104.06507630,22.38376230
2294,104.06495060,22.38354730
2295,104.06488580,22.38335680
2296,104.06483350,22.38316210
2297,104.06480130,22.38287570
2298,104.06480670,22.38272560
2299,104.06483480,22.38255940
2300,104.06490050,22.38233740
2301,104.06499710,22.38213780
2302,104.06511380,22.38198780
2303,104.06527740,22.38176710
2304,104.06547150,22.38158110
2305,104.06558990,22.38143350
2306,104.06578840,22.38124620
2307,104.06594130,22.38112350
2308,104.06611430,22.38102670
2309,104.06625240,22.38097090
2310,104.06651930,22.38088040
2311,104.06693300,22.38077800
2312,104.06745550,22.38063990
2313,104.06773440,22.38059560
2314,104.06872800,22.38034400
2315,104.06926720,22.38022060
2316,104.06936010,22.38020200
2317,104.06941870,22.38020580
2318,104.06962520,22.38020700
2319,104.07072770,22.38033230
2320,104.07090470,22.38034840
2321,104.07130700,22.38036830
2322,104.07164770,22.38037940
2323,104.07182610,22.38035710
2324,104.07199240,22.38031250
2325,104.07216800,22.38023560
2326,104.07261330,22.37996890
2327,104.07290560,22.37978420
2328,104.07300700,22.37972800
2329,104.07321410,22.37960310
2330,104.07340600,22.37948810
2331,104.07350690,22.37941790
2332,104.07368700,22.37930100
2333,104.07410470,22.37907010
2334,104.07435230,22.37892760
2335,104.07445240,22.37884460
2336,104.07454910,22.37874350
2337,104.07462420,22.37864460
2338,104.07482880,22.37839530
2339,104.07484750,22.37833080
2340,104.07520220,22.37778760
2341,104.07528210,22.37767970
2342,104.07538530,22.37756810
2343,104.07547520,22.37748870
2344,104.07556640,22.37743290
2345,104.07567580,22.37738550
2346,104.07584940,22.37732880
2347,104.07604380,22.37728660
2348,104.07623200,22.37725940
2349,104.07662980,22.37720970
2350,104.07748950,22.37709070
2351,104.07755850,22.37708800
2352,104.07765240,22.37706990
2353,104.07782440,22.37700800
2354,104.07792180,22.37695310
2355,104.07802410,22.37687440
2356,104.07808690,22.37681130
2357,104.07816060,22.37671420
2358,104.07898750,22.37542890
2359,104.07915920,22.37517090
2360,104.07944880,22.37465380
2361,104.07952660,22.37449380
2362,104.07959640,22.37429540
2363,104.07964200,22.37413170
2364,104.07981630,22.37359600
2365,104.07994780,22.37316690
2366,104.08005510,22.37274770
2367,104.08028170,22.37205690
2368,104.08038500,22.37171830
2369,104.08052180,22.37122980
2370,104.08059400,22.37098840
2371,104.08070410,22.37052780
2372,104.08085570,22.37004170
2373,104.08111720,22.36935950
2374,104.08130390,22.36879990
2375,104.08144170,22.36831290
2376,104.08153830,22.36804750
2377,104.08165280,22.36786100
2378,104.08170190,22.36781430
2379,104.08175720,22.36776130
2380,104.08229270,22.36753400
2381,104.08244170,22.36747490
2382,104.08294920,22.36727690
2383,104.08314580,22.36720320
2384,104.08371490,22.36700170
2385,104.08420220,22.36681160
2386,104.08434690,22.36673760
2387,104.08451000,22.36661200
2388,104.08458400,22.36656200
2389,104.08515700,22.36610100
2390,104.08576100,22.36562200
2391,104.08620540,22.36532980
2392,104.08648500,22.36514600
2393,104.08672870,22.36503590
2394,104.08695470,22.36495750
2395,104.08745410,22.36485010
2396,104.08832860,22.36466850
2397,104.08858890,22.36460710
2398,104.08875460,22.36452620
2399,104.08901460,22.36435840
2400,104.08990370,22.36372470
2401,104.09011250,22.36360280
2402,104.09073500,22.36314100
2403,104.09102030,22.36287460
2404,104.09117530,22.36267490
2405,104.09121830,22.36259810
2406,104.09133000,22.36226000
2407,104.09148500,22.36176700
2408,104.09154770,22.36160500
2409,104.09165810,22.36137610
2410,104.09174890,22.36126980
2411,104.09199400,22.36102500
2412,104.09230700,22.36075700
2413,104.09251540,22.36055300
2414,104.09271080,22.36037900
2415,104.09295110,22.36015090
2416,104.09309600,22.36005040
2417,104.09327740,22.35994930
2418,104.09392100,22.35965700
2419,104.09462830,22.35934930
2420,104.09524020,22.35907160
2421,104.09589400,22.35879610
2422,104.09660270,22.35848570
2423,104.09684430,22.35835000
2424,104.09694730,22.35828540
2425,104.09705890,22.35818250
2426,104.09738920,22.35779520
2427,104.09744780,22.35771370
2428,104.09760210,22.35748050
2429,104.09786030,22.35714160
2430,104.09820900,22.35665430
2431,104.09833970,22.35652060
2432,104.09854120,22.35635840
2433,104.09873690,22.35626530
2434,104.09928180,22.35602360
2435,104.09972700,22.35583060
2436,104.09989130,22.35571060
2437,104.09997310,22.35563500
2438,104.10003180,22.35556390
2439,104.10006840,22.35549440
2440,104.10015690,22.35527900
2441,104.10024550,22.35500050
2442,104.10041240,22.35441680
2443,104.10050420,22.35411440
2444,104.10073560,22.35370720
2445,104.10098090,22.35330900
2446,104.10126510,22.35289550
2447,104.10177680,22.35212000
2448,104.10223170,22.35141700
2449,104.10244240,22.35108080
2450,104.10287180,22.35043660
2451,104.10301210,22.35025940
2452,104.10307780,22.35018250
2453,104.10317480,22.35009990
2454,104.10330070,22.35001040
2455,104.10368850,22.34976320
2456,104.10426330,22.34937000
2457,104.10461540,22.34914060
2458,104.10513520,22.34883890
2459,104.10520150,22.34880520
2460,104.10590340,22.34848300
2461,104.10616900,22.34836530
2462,104.10631390,22.34831200
2463,104.10640910,22.34828220
2464,104.10653780,22.34825990
2465,104.10716540,22.34816430
2466,104.10761130,22.34810090
2467,104.10793580,22.34805450
2468,104.10811630,22.34802300
2469,104.10828300,22.34798540
2470,104.10847120,22.34792540
2471,104.10856530,22.34788400
2472,104.10866350,22.34782450
2473,104.10872830,22.34777140
2474,104.10877620,22.34773400
2475,104.10893310,22.34757520
2476,104.10900840,22.34747680
2477,104.10909270,22.34734700
2478,104.10914360,22.34727880
2479,104.10922940,22.34719810
2480,104.10932450,22.34712020
2481,104.10945610,22.34703940
2482,104.10975250,22.34690570
2483,104.11001490,22.34681830
2484,104.11052010,22.34663170
2485,104.11069930,22.34657800
2486,104.11079010,22.34656550
2487,104.11091520,22.34658290
2488,104.11106180,22.34663110
2489,104.11140610,22.34678390
2490,104.11174200,22.34691200
2491,104.11200020,22.34698600
2492,104.11218930,22.34701080
2493,104.11235420,22.34701330
2494,104.11249810,22.34699460
2495,104.11261500,22.34695630
2496,104.11270590,22.34691700
2497,104.11278610,22.34687070
2498,104.11392870,22.34610160
2499,104.11404030,22.34604270
2500,104.11411110,22.34601230
2501,104.11429610,22.34594290
2502,104.11462700,22.34589600
2503,104.11490230,22.34589330
2504,104.11515710,22.34590070
2505,104.11611200,22.34596770
2506,104.11683850,22.34603670
2507,104.11713390,22.34604460
2508,104.11726270,22.34603710
2509,104.11795470,22.34592800
2510,104.11807480,22.34591100
2511,104.11817800,22.34590080
2512,104.11828730,22.34591810
2513,104.11836770,22.34593540
2514,104.11844520,22.34596030
2515,104.11881460,22.34619620
2516,104.11886960,22.34625340
2517,104.11892560,22.34632490
2518,104.11895630,22.34640450
2519,104.11896850,22.34648370
2520,104.11893370,22.34711380
2521,104.11894230,22.34718110
2522,104.11897120,22.34726510
2523,104.11919370,22.34769050
2524,104.11942980,22.34820040
2525,104.12004820,22.34930300
2526,104.12027540,22.34979340
2527,104.12048090,22.35023420
2528,104.12066430,22.35043260
2529,104.12075290,22.35048580
2530,104.12086790,22.35053450
2531,104.12144160,22.35062080
2532,104.12165400,22.35052690
2533,104.12179960,22.35044790
2534,104.12200350,22.35028420
2535,104.12213480,22.35018320
2536,104.12239550,22.35000370
2537,104.12247250,22.34996210
2538,104.12255330,22.34992320
2539,104.12269580,22.34987520
2540,104.12280700,22.34986920
2541,104.12291930,22.34987170
2542,104.12301870,22.34987490
2543,104.12354170,22.34991210
2544,104.12364160,22.34992230
2545,104.12376300,22.34994430
2546,104.12390650,22.34998400
2547,104.12404640,22.35003770
2548,104.12409700,22.35006080
2549,104.12412640,22.35007830
2550,104.12466940,22.35032050
2551,104.12482330,22.35037590
2552,104.12498470,22.35041320
2553,104.12515400,22.35043100
2554,104.12529860,22.35042810
2555,104.12545140,22.35041570
2556,104.12558790,22.35038760
2557,104.12587430,22.35027500
2558,104.12677340,22.34996480
2559,104.12692130,22.34992200
2560,104.12707420,22.34988980
2561,104.12722150,22.34986640
2562,104.12739340,22.34986250
2563,104.12760790,22.34986990
2564,104.12804250,22.34986490
2565,104.12818330,22.34986000
2566,104.12833790,22.34985010
2567,104.12860020,22.34981210
2568,104.12905900,22.34975460
2569,104.12920180,22.34972670
2570,104.12927830,22.34970650
2571,104.12934060,22.34967890
2572,104.12945870,22.34959830
2573,104.12952440,22.34954120
2574,104.12968180,22.34935110
2575,104.12984230,22.34916420
2576,104.13013690,22.34881460
2577,104.13056370,22.34831590
2578,104.13061200,22.34826490
2579,104.13073400,22.34816680
2580,104.13096870,22.34802300
2581,104.13107870,22.34796100
2582,104.13128240,22.34785930
2583,104.13155480,22.34774890
2584,104.13186890,22.34763460
2585,104.13298850,22.34723780
2586,104.13317080,22.34716590
2587,104.13327540,22.34712870
2588,104.13345520,22.34702700
2589,104.13358390,22.34692280
2590,104.13372070,22.34679870
2591,104.13419810,22.34625790
2592,104.13436980,22.34606940
2593,104.13461920,22.34580640
2594,104.13476410,22.34571710
2595,104.13486600,22.34567740
2596,104.13505570,22.34561290
2597,104.13544270,22.34548140
2598,104.13582350,22.34537480
2599,104.13600060,22.34530780
2600,104.13670600,22.34509690
2601,104.13683470,22.34509200
2602,104.13700100,22.34509690
2603,104.13711910,22.34511680
2604,104.13763400,22.34519120
2605,104.13797970,22.34525190
2606,104.13821580,22.34529330
2607,104.13832940,22.34532020
2608,104.13840380,22.34533260
2609,104.13853120,22.34532640
2610,104.13860500,22.34530780
2611,104.13870960,22.34527060
2612,104.13917900,22.34500760
2613,104.13972350,22.34475210
2614,104.14039670,22.34442960
2615,104.14053340,22.34433750
2616,104.14097880,22.34403760
2617,104.14159480,22.34363210
2618,104.14209590,22.34331570
2619,104.14258250,22.34299630
2620,104.14280380,22.34284290
2621,104.14302630,22.34268610
2622,104.14330420,22.34248830
2623,104.14354960,22.34230600
2624,104.14380880,22.34210040
2625,104.14405160,22.34191640
2626,104.14453640,22.34156980
2627,104.14487060,22.34135210
2628,104.14519990,22.34114390
2629,104.14527390,22.34109280
2630,104.14572630,22.34078400
2631,104.14600390,22.34055820
2632,104.14615680,22.34042430
2633,104.14642840,22.34013250
2634,104.14664080,22.33988130
2635,104.14694390,22.33952110
2636,104.14717290,22.33927240
2637,104.14743600,22.33898660
2638,104.14779850,22.33860200
2639,104.14788680,22.33852140
2640,104.14818820,22.33829340
2641,104.14830120,22.33821500
2642,104.14843530,22.33813440
2643,104.14862300,22.33804880
2644,104.14872300,22.33802070
2645,104.14878400,22.33800720
2646,104.14884970,22.33800410
2647,104.14895700,22.33801000
2648,104.14906960,22.33802270
2649,104.14916080,22.33804510
2650,104.14930030,22.33808720
2651,104.14944250,22.33811950
2652,104.14958300,22.33813070
2653,104.14976630,22.33813730
2654,104.14984880,22.33815050
2655,104.14992790,22.33817030
2656,104.15002540,22.33820830
2657,104.15058300,22.33847580
2658,104.15064410,22.33849780
2659,104.15085330,22.33850900
2660,104.15099550,22.33849780
2661,104.15122690,22.33845550
2662,104.15130490,22.33844120
2663,104.15150640,22.33838740
2664,104.15180080,22.33828780
2665,104.15241010,22.33807000
2666,104.15267990,22.33798110
2667,104.15300850,22.33787640
2668,104.15309830,22.33785530
2669,104.15319310,22.33783820
2670,104.15332090,22.33784040
2671,104.15347650,22.33785400
2672,104.15383210,22.33792300
2673,104.15401290,22.33794210
2674,104.15425030,22.33794460
2675,104.15431940,22.33793250
2676,104.15438480,22.33792100
2677,104.15471030,22.33782550
2678,104.15482970,22.33779570
2679,104.15491580,22.33778240
2680,104.15535270,22.33771510
2681,104.15584220,22.33765900
2682,104.15608090,22.33764810
2683,104.15648990,22.33761240
2684,104.15716020,22.33753580
2685,104.15835950,22.33738640
2686,104.15846770,22.33737980
2687,104.15908150,22.33728280
2688,104.15928780,22.33725270
2689,104.15948870,22.33722880
2690,104.15977320,22.33719080
2691,104.16010020,22.33713210
2692,104.16040780,22.33706260
2693,104.16086260,22.33695440
2694,104.16112570,22.33689360
2695,104.16176190,22.33674280
2696,104.16195900,22.33668920
2697,104.16205690,22.33666190
2698,104.16212500,22.33663910
2699,104.16229560,22.33657010
2700,104.16239890,22.33651060
2701,104.16277350,22.33627700
2702,104.16364350,22.33570310
2703,104.16401480,22.33545020
2704,104.16416780,22.33534330
2705,104.16424160,22.33528380
2706,104.16448880,22.33501890
2707,104.16464390,22.33482420
2708,104.16479950,22.33462880
2709,104.16485320,22.33456210
2710,104.16509880,22.33425740
2711,104.16567920,22.33356200
2712,104.16579860,22.33340560
2713,104.16596620,22.33324310
2714,104.16624810,22.33286840
2715,104.16666300,22.33219840
2716,104.16681310,22.33191870
2717,104.16692380,22.33173220
2718,104.16702030,22.33152380
2719,104.16703840,22.33146830
2720,104.16715990,22.33109430
2721,104.16734040,22.33049140
2722,104.16745530,22.33014180
2723,104.16751150,22.32997090
2724,104.16762110,22.32967790
2725,104.16771400,22.32939600
2726,104.16784380,22.32898320
2727,104.16796750,22.32865080
2728,104.16803150,22.32852420
2729,104.16808780,22.32838270
2730,104.16814520,22.32825340
2731,104.16828360,22.32805770
2732,104.16833880,22.32798300
2733,104.16845210,22.32785470
2734,104.16858350,22.32774720
2735,104.16863230,22.32769300
2736,104.16897200,22.32739200
2737,104.16914730,22.32725880
2738,104.16931900,22.32716450
2739,104.16955800,22.32708190
2740,104.16971060,22.32704050
2741,104.16982170,22.32700100
2742,104.17032300,22.32682100
2743,104.17064600,22.32661310
2744,104.17113680,22.32639230
2745,104.17145540,22.32622790
2746,104.17183450,22.32604450
2747,104.17200280,22.32596320
2748,104.17270660,22.32562500
2749,104.17361320,22.32520320
2750,104.17383310,22.32510520
2751,104.17398070,22.32501090
2752,104.17403560,22.32493520
2753,104.17408930,22.32484460
2754,104.17418990,22.32465480
2755,104.17424600,22.32451450
2756,104.17443620,22.32412220
2757,104.17461550,22.32374280
2758,104.17475240,22.32347330
2759,104.17495270,22.32305860
2760,104.17542640,22.32205950
2761,104.17556000,22.32178360
2762,104.17566370,22.32161040
2763,104.17572140,22.32153230
2764,104.17578710,22.32145230
2765,104.17584730,22.32139240
2766,104.17638820,22.32091350
2767,104.17663950,22.32071030
2768,104.17676390,22.32060570
2769,104.17710110,22.32034110
2770,104.17737500,22.32010060
2771,104.17747760,22.32000660
2772,104.17761500,22.31987320
2773,104.17766530,22.31981610
2774,104.17768730,22.31977880
2775,104.17775580,22.31966240
2776,104.17794940,22.31923870
2777,104.17852790,22.31805170
2778,104.17864090,22.31802730
2779,104.17896030,22.31819330
2780,104.17905250,22.31824200
2781,104.18051450,22.31906960
2782,104.18124680,22.31946540
2783,104.18411620,22.32103060
2784,104.18425880,22.32109950
2785,104.18442300,22.32118980
2786,104.18451680,22.32126800
2787,104.18463600,22.32136420
2788,104.18529520,22.32200360
2789,104.18530230,22.32209950
2790,104.18559540,22.32241010
2791,104.18586940,22.32272170
2792,104.18614730,22.32302180
2793,104.18623110,22.32307850
2794,104.18632100,22.32313810
2795,104.18639260,22.32315870
2796,104.18645620,22.32315890
2797,104.18652800,22.32314380
2798,104.18661850,22.32311560
2799,104.18762770,22.32265620
2800,104.18778460,22.32256070
2801,104.18834260,22.32211520
2802,104.18907160,22.32162610
2803,104.18918420,22.32155330
2804,104.18934700,22.32148050
2805,104.18944240,22.32146950
2806,104.18955960,22.32146710
2807,104.18967730,22.32148900
2808,104.18981890,22.32152600
2809,104.19016240,22.32158680
2810,104.19026100,22.32157100
2811,104.19034530,22.32154030
2812,104.19042750,22.32147160
2813,104.19048480,22.32139450
2814,104.19070780,22.32105290
2815,104.19071460,22.32104250
2816,104.19080160,22.32090120
2817,104.19084370,22.32084160
2818,104.19092390,22.32086140
2819,104.19103620,22.32089440
2820,104.19178350,22.32121050
2821,104.19197890,22.32127020
2822,104.19212930,22.32129220
2823,104.19241870,22.32132320
2824,104.19270070,22.32134510
2825,104.19286660,22.32142310
2826,104.19300480,22.32154440
2827,104.19309260,22.32165480
2828,104.19312540,22.32177040
2829,104.19312150,22.32192320
2830,104.19306650,22.32206020
2831,104.19235930,22.32311870
2832,104.19218130,22.32337940
2833,104.19202470,22.32368010
2834,104.19169500,22.32442170
2835,104.19163820,22.32459020
2836,104.19163160,22.32466700
2837,104.19165000,22.32481650
2838,104.19169600,22.32497350
2839,104.19176740,22.32506510
2840,104.19188960,22.32515570
2841,104.19199870,22.32520650
2842,104.19212510,22.32522670
2843,104.19231620,22.32522010
2844,104.19254610,22.32518110
2845,104.19271420,22.32518620
